 149.07, 305.82, 311.79, 46.25, 1.33, 30.56, 15.37, 16.19, 110.13, 40.13, 138.30, 9.13, 22.51, 47.79, 14.24, 38.34, 7.53, 56.26, 254.50, 257.40, 261.69, 321.27, 321.27, 333.27, 479.15, 486.24, 496.32, 526.70, 533.68, 695.92, 729.78, 1047.08, 1068.43, 1125.40, 1177.93, 1538.58, 1590.53, 1617.61, 1628.51, 1685.59, 1775.28, 2062.62, 2100.77, 2143.34, 2191.90, 2295.69, 2460.18, 2488.57, 2676.86, 2790.70, 2870.21, 2946.13, 3004.35, 3099.86, 3175.81, 2797.20, 2278.53, 45.57, 3.78, 143.63, 2341.51, 2024.41, 1861.93, 1844.65
 118.39, 257.02, 327.33, 40.80, 1.31, 29.21, 13.84, 15.84, 107.49, 38.78, 113.27, 7.11, 22.51, 42.86, 13.57, 39.32, 7.45, 40.51, 203.53, 206.00, 209.61, 256.07, 256.07, 266.00, 385.50, 391.51, 400.07, 423.47, 428.39, 556.34, 582.92, 848.37, 865.02, 915.39, 959.81, 1326.38, 1369.58, 1389.87, 1398.18, 1446.82, 1520.82, 1769.17, 1799.25, 1831.75, 1870.66, 1959.12, 2086.83, 2108.51, 2272.78, 2355.54, 2419.31, 2484.07, 2526.65, 2597.75, 2721.15, 2795.37, 2894.66, 35.23, 3.98, 137.92, 1995.95, 1740.33, 1588.33, 1575.45
 93.91, 217.03, 325.47, 35.09, 1.30, 24.09, 12.09, 13.88, 102.34, 36.54, 93.41, 5.90, 21.95, 35.80, 11.96, 37.63, 6.70, 31.49, 165.43, 167.21, 170.03, 207.34, 207.34, 214.98, 312.72, 316.86, 323.16, 342.04, 346.64, 449.48, 471.06, 695.49, 710.76, 754.37, 792.54, 1150.04, 1187.64, 1206.30, 1214.11, 1256.35, 1320.90, 1552.75, 1579.38, 1606.76, 1638.91, 1712.87, 1816.72, 1834.59, 1983.00, 2052.31, 2107.46, 2164.45, 2197.47, 2251.17, 2351.91, 2408.78, 2485.28, 28.13, 3.51, 129.88, 1743.24, 1525.95, 1382.84, 1370.74
 83.39, 185.01, 316.93, 33.55, 1.31, 25.34, 11.35, 14.13, 100.75, 33.93, 79.59, 5.05, 23.05, 33.70, 11.54, 36.07, 7.73, 25.59, 143.46, 144.89, 147.20, 177.95, 177.95, 184.24, 267.26, 270.61, 275.65, 287.60, 290.19, 379.47, 394.23, 583.94, 593.61, 634.81, 663.66, 1004.51, 1037.18, 1051.96, 1058.52, 1099.00, 1156.73, 1365.42, 1387.20, 1409.39, 1439.50, 1506.12, 1600.25, 1616.83, 1756.71, 1811.11, 1859.19, 1908.84, 1934.23, 1975.43, 2060.88, 2107.57, 2169.74, 22.95, 4.39, 128.20, 1533.45, 1345.52, 1207.42, 1198.34
 66.45, 161.11, 298.77, 26.40, 1.13, 21.55, 9.51, 12.79, 96.81, 33.45, 66.99, 4.17, 22.64, 28.49, 10.50, 35.62, 6.04, 20.03, 119.18, 120.47, 122.54, 148.05, 148.05, 153.67, 223.91, 227.04, 231.97, 245.33, 248.20, 320.41, 335.19, 501.14, 510.47, 543.51, 568.89, 888.93, 917.94, 930.98, 936.63, 970.99, 1020.19, 1215.29, 1234.59, 1253.86, 1279.10, 1339.14, 1421.25, 1435.01, 1564.38, 1611.60, 1656.38, 1703.76, 1726.44, 1763.28, 1842.17, 1881.24, 1929.17, 18.81, 3.54, 123.18, 1363.59, 1196.74, 1064.48, 1056.32
 55.39, 135.35, 282.57, 21.81, 1.07, 17.90, 8.34, 11.52, 87.63, 29.73, 59.12, 3.87, 21.88, 24.27, 9.59, 31.51, 5.17, 17.34, 103.40, 104.15, 105.69, 127.52, 127.52, 131.70, 192.96, 195.26, 199.28, 209.49, 211.67, 271.65, 283.49, 422.94, 431.62, 459.40, 484.41, 788.15, 815.89, 828.96, 834.52, 864.82, 907.74, 1088.08, 1105.04, 1122.99, 1145.69, 1199.45, 1273.28, 1285.94, 1403.27, 1446.10, 1488.54, 1531.16, 1552.09, 1586.07, 1657.21, 1692.45, 1736.87, 16.11, 2.98, 116.34, 1221.38, 1072.07, 947.11, 939.83
 54.21, 121.89, 267.55, 22.84, 1.06, 19.49, 8.15, 12.05, 84.07, 29.20, 53.88, 3.46, 22.53, 24.07, 9.29, 29.94, 6.28, 15.11, 97.13, 97.98, 99.56, 119.05, 119.05, 122.50, 177.82, 179.35, 181.89, 186.91, 188.02, 245.23, 252.46, 376.72, 381.85, 410.33, 427.18, 707.02, 729.09, 737.78, 741.94, 770.67, 809.81, 984.35, 1000.14, 1014.85, 1036.25, 1085.20, 1147.83, 1158.79, 1266.84, 1302.90, 1342.65, 1382.71, 1400.35, 1428.78, 1491.64, 1521.59, 1560.66, 14.19, 4.01, 115.88, 1104.26, 970.44, 844.04, 837.80
 43.93, 110.35, 247.29, 17.13, 0.90, 16.36, 6.85, 10.43, 80.10, 30.37, 47.35, 3.17, 20.95, 19.73, 8.51, 29.78, 4.42, 12.76, 83.25, 83.86, 85.33, 102.84, 102.84, 106.85, 156.36, 158.55, 162.43, 171.40, 173.09, 220.56, 228.95, 341.85, 346.71, 368.49, 384.90, 644.47, 665.07, 674.23, 678.23, 703.37, 736.64, 898.84, 911.56, 924.58, 941.90, 985.58, 1045.68, 1056.08, 1159.62, 1192.48, 1228.12, 1267.52, 1281.75, 1304.57, 1362.02, 1388.42, 1422.36, 12.64, 2.74, 111.63, 1003.39, 886.95, 766.51, 761.27
 45.14, 101.81, 234.20, 18.72, 1.01, 17.30, 7.03, 10.84, 74.93, 27.31, 44.91, 3.05, 21.47, 19.73, 8.25, 28.03, 5.87, 12.54, 82.07, 82.48, 83.53, 99.47, 99.47, 101.58, 147.08, 147.92, 149.77, 153.11, 153.91, 201.51, 207.14, 310.93, 315.25, 339.26, 353.93, 597.53, 614.65, 620.08, 622.96, 646.03, 674.76, 825.54, 837.95, 849.20, 867.15, 906.79, 957.03, 966.15, 1058.64, 1085.94, 1120.70, 1156.66, 1171.20, 1194.96, 1250.06, 1273.99, 1302.91, 11.63, 3.92, 109.75, 922.22, 815.61, 698.28, 694.24
 40.14, 93.62, 217.71, 15.55, 0.90, 16.21, 6.26, 9.93, 73.29, 28.32, 40.97, 2.84, 20.25, 17.31, 7.91, 29.26, 4.77, 11.72, 75.54, 75.92, 76.99, 92.27, 92.27, 94.98, 137.21, 138.49, 141.07, 146.35, 147.20, 189.40, 194.10, 289.17, 292.00, 312.00, 324.62, 551.18, 568.85, 575.68, 578.88, 601.79, 629.79, 774.57, 783.66, 791.44, 804.77, 839.87, 884.39, 892.72, 982.68, 1006.99, 1037.67, 1072.56, 1082.75, 1098.99, 1148.00, 1168.29, 1194.95, 11.12, 3.22, 107.49, 853.43, 766.92, 653.22, 649.51
 38.48, 87.16, 205.50, 14.12, 0.88, 14.71, 5.90, 9.22, 67.62, 25.42, 42.41, 2.63, 19.53, 15.85, 7.37, 27.28, 4.44, 11.33, 74.53, 74.81, 75.67, 90.06, 90.06, 91.94, 134.87, 135.23, 136.42, 137.77, 138.01, 177.85, 182.09, 270.77, 274.33, 292.98, 305.81, 518.39, 532.09, 536.43, 538.79, 558.11, 581.57, 720.90, 731.36, 740.87, 755.27, 788.46, 829.53, 836.42, 915.92, 934.68, 963.26, 994.84, 1005.42, 1023.24, 1070.93, 1089.24, 1110.30, 10.66, 3.15, 103.47, 801.86, 712.14, 601.96, 598.45
 35.78, 80.22, 194.25, 12.48, 0.87, 13.50, 5.51, 8.51, 63.91, 23.55, 44.55, 2.50, 18.63, 14.27, 6.96, 25.82, 3.94, 11.19, 74.17, 74.22, 74.84, 88.75, 88.75, 90.17, 135.10, 135.48, 136.80, 138.13, 138.16, 174.74, 176.89, 257.75, 259.53, 275.64, 285.29, 485.68, 499.51, 504.84, 507.51, 526.38, 548.73, 677.28, 685.23, 692.34, 704.06, 733.55, 772.96, 780.41, 858.63, 879.67, 907.29, 936.41, 944.94, 957.92, 998.55, 1013.73, 1034.35, 10.55, 2.86, 99.71, 745.61, 671.03, 566.68, 564.01
 35.99, 76.34, 185.76, 12.16, 0.88, 13.63, 5.37, 8.35, 61.27, 22.09, 45.61, 2.36, 18.26, 13.62, 6.67, 24.70, 4.05, 11.04, 77.73, 77.84, 78.52, 92.13, 92.13, 93.11, 138.74, 138.93, 139.89, 139.71, 139.50, 175.93, 176.87, 253.61, 254.81, 270.60, 278.59, 467.42, 477.58, 480.24, 482.01, 498.63, 516.94, 640.98, 649.60, 656.95, 668.68, 695.84, 728.11, 734.25, 805.49, 821.85, 848.16, 875.71, 884.65, 899.26, 940.79, 956.26, 974.02, 10.46, 3.13, 97.06, 706.50, 634.32, 532.38, 529.86
 36.75, 75.00, 179.40, 12.27, 0.95, 14.57, 5.48, 8.31, 60.93, 22.29, 44.78, 2.36, 18.12, 13.31, 6.63, 24.92, 4.53, 11.12, 79.60, 79.85, 80.71, 94.27, 94.27, 95.88, 140.95, 141.37, 142.63, 143.67, 143.65, 181.04, 181.43, 256.48, 256.61, 272.59, 278.55, 459.24, 467.64, 468.85, 470.20, 486.55, 502.80, 615.07, 621.04, 625.20, 635.48, 660.49, 691.53, 698.00, 768.68, 782.67, 806.24, 832.07, 837.57, 846.70, 882.99, 895.99, 913.17, 10.19, 3.51, 95.54, 670.34, 611.62, 513.82, 512.56
 38.82, 79.56, 175.48, 14.68, 0.88, 14.83, 5.31, 7.98, 59.45, 21.90, 44.29, 2.95, 17.20, 13.18, 6.35, 25.21, 3.99, 12.86, 78.79, 79.22, 80.42, 96.81, 96.81, 99.27, 144.53, 145.47, 146.80, 146.11, 145.86, 184.62, 183.23, 262.75, 261.76, 279.46, 284.04, 459.91, 466.79, 467.10, 467.99, 483.36, 497.75, 601.75, 606.37, 609.31, 617.60, 640.50, 664.86, 669.67, 734.92, 745.84, 768.14, 793.63, 799.51, 809.44, 845.66, 856.21, 867.50, 12.01, 3.09, 92.47, 648.91, 599.49, 506.00, 505.36
 59.48, 102.30, 172.51, 21.04, 0.86, 14.22, 5.32, 7.32, 55.83, 20.37, 45.78, 3.18, 16.22, 17.31, 5.98, 23.16, 3.44, 13.84, 78.63, 79.04, 80.12, 97.00, 97.00, 99.98, 147.05, 148.24, 150.16, 151.23, 151.04, 210.47, 206.06, 306.27, 300.00, 321.56, 314.63, 475.65, 474.37, 471.87, 472.03, 485.45, 502.33, 595.72, 598.74, 600.44, 606.80, 628.34, 647.39, 651.46, 711.65, 720.64, 740.74, 763.80, 768.17, 775.29, 806.99, 816.88, 829.58, 12.25, 2.69, 88.22, 635.18, 594.98, 507.34, 507.49
 62.71, 120.05, 169.36, 23.81, 0.88, 15.15, 5.64, 7.22, 53.57, 19.09, 45.76, 3.09, 16.07, 21.04, 5.77, 21.89, 3.67, 13.66, 78.52, 78.99, 80.14, 96.84, 96.84, 99.82, 146.72, 147.83, 149.69, 151.47, 151.59, 215.19, 217.13, 337.47, 336.36, 362.85, 364.52, 527.22, 524.38, 517.05, 515.08, 523.05, 533.47, 603.34, 604.12, 603.31, 607.95, 630.75, 642.50, 645.48, 699.82, 703.98, 722.01, 742.73, 745.52, 750.53, 778.92, 786.64, 796.00, 12.07, 2.98, 86.08, 635.80, 606.28, 525.08, 528.02
 59.10, 126.29, 165.34, 23.36, 0.85, 14.66, 5.68, 6.94, 52.69, 18.65, 44.39, 2.97, 15.48, 21.82, 5.59, 21.81, 3.45, 13.07, 76.02, 76.44, 77.55, 93.73, 93.73, 96.67, 142.28, 143.54, 145.77, 149.00, 149.44, 210.07, 213.76, 340.89, 342.44, 369.53, 376.97, 542.74, 549.00, 548.40, 548.79, 562.34, 581.33, 649.42, 644.33, 635.91, 633.24, 651.40, 651.30, 652.99, 703.51, 703.23, 718.01, 736.63, 736.77, 737.89, 762.12, 766.98, 773.01, 11.70, 2.82, 83.94, 652.48, 656.68, 578.95, 581.48
 57.46, 128.96, 163.36, 24.18, 0.91, 14.63, 5.96, 6.91, 51.80, 18.50, 44.00, 2.91, 15.34, 22.20, 5.59, 21.25, 3.80, 12.97, 76.36, 76.60, 77.49, 93.04, 93.04, 95.17, 139.98, 140.87, 142.64, 144.63, 144.97, 203.91, 206.61, 336.61, 338.73, 366.72, 374.01, 540.37, 548.38, 549.20, 550.35, 566.26, 589.74, 678.86, 680.52, 679.02, 682.01, 702.64, 696.63, 695.36, 733.42, 719.63, 729.75, 746.12, 743.60, 741.32, 761.01, 761.81, 762.78, 11.48, 3.12, 82.22, 704.64, 678.93, 596.99, 596.81
 54.87, 126.08, 162.65, 23.45, 0.93, 15.82, 6.22, 7.12, 52.32, 19.12, 43.17, 2.84, 15.39, 22.30, 5.72, 22.24, 4.16, 12.52, 76.50, 76.84, 77.83, 93.08, 93.08, 95.50, 139.50, 140.36, 142.11, 143.92, 144.04, 200.03, 202.74, 329.51, 331.06, 359.01, 368.92, 534.29, 543.53, 545.45, 546.93, 564.32, 588.07, 680.71, 684.56, 686.05, 692.75, 716.53, 729.66, 732.16, 780.83, 773.90, 782.83, 797.71, 789.60, 775.77, 783.34, 776.02, 769.75, 11.10, 3.28, 82.05, 722.32, 679.36, 596.85, 596.37
 48.99, 120.92, 160.55, 21.84, 0.87, 15.87, 7.14, 9.41, 52.28, 20.05, 41.13, 2.61, 15.09, 28.57, 6.12, 22.49, 3.68, 11.38, 72.09, 72.56, 73.71, 88.12, 88.12, 91.10, 133.69, 135.05, 137.41, 140.99, 141.48, 192.09, 196.38, 318.57, 321.08, 347.18, 358.27, 524.38, 534.53, 536.55, 538.02, 556.04, 587.60, 677.63, 681.22, 682.98, 689.56, 723.85, 734.07, 736.34, 788.27, 791.43, 806.62, 827.71, 827.73, 824.59, 838.95, 831.63, 816.51, 10.32, 2.92, 81.27, 727.57, 676.67, 595.66, 595.73
 44.99, 112.11, 160.31, 20.80, 0.88, 15.62, 8.35, 24.19, 53.33, 23.74, 38.83, 2.52, 16.59, 33.69, 19.00, 21.73, 3.76, 10.73, 67.93, 68.36, 69.41, 82.91, 82.91, 85.50, 125.56, 126.76, 128.98, 133.04, 133.73, 180.74, 185.73, 299.38, 302.94, 328.26, 340.45, 507.24, 518.56, 521.37, 523.09, 541.43, 579.26, 681.38, 684.45, 685.16, 690.69, 754.64, 783.09, 782.53, 822.00, 809.40, 821.24, 843.91, 841.53, 840.18, 859.90, 859.29, 855.99, 9.59, 2.89, 84.83, 771.30, 680.12, 593.84, 592.62
 40.44, 101.39, 159.33, 18.37, 0.85, 14.93, 8.39, 28.40, 54.29, 46.35, 35.72, 2.38, 17.30, 32.06, 24.55, 29.27, 3.68, 9.92, 62.64, 63.06, 64.16, 76.88, 76.88, 79.71, 116.85, 118.23, 120.71, 125.25, 125.98, 168.36, 173.46, 276.48, 280.06, 302.78, 316.21, 484.23, 496.86, 500.94, 503.11, 521.97, 559.60, 670.38, 675.65, 679.24, 687.07, 760.65, 817.88, 823.97, 874.83, 868.32, 879.69, 922.57, 913.09, 896.20, 904.38, 889.01, 875.82, 8.91, 2.60, 85.76, 786.77, 666.20, 577.09, 575.09
 38.60, 94.67, 160.32, 17.94, 0.87, 14.74, 8.62, 30.96, 53.55, 56.09, 33.20, 2.37, 17.44, 31.23, 25.63, 45.75, 4.01, 9.62, 60.10, 60.41, 61.37, 73.37, 73.37, 75.60, 110.00, 111.08, 113.12, 116.47, 117.17, 157.87, 162.64, 258.86, 262.14, 284.39, 295.79, 462.49, 473.20, 476.27, 478.22, 496.58, 533.58, 646.35, 653.17, 658.26, 667.97, 743.94, 812.45, 822.22, 878.85, 884.95, 903.86, 961.16, 961.31, 959.53, 997.32, 984.32, 959.71, 8.42, 2.85, 84.01, 772.58, 640.94, 552.71, 550.13
 37.94, 90.54, 163.74, 18.22, 0.88, 15.49, 8.67, 32.46, 55.09, 58.29, 31.83, 2.55, 17.62, 29.73, 24.47, 59.72, 4.43, 9.92, 59.09, 59.41, 60.45, 72.60, 72.60, 74.72, 107.77, 108.89, 111.02, 113.22, 113.39, 152.50, 154.94, 246.30, 248.13, 270.56, 279.79, 448.45, 458.89, 461.26, 462.86, 480.75, 514.06, 621.07, 627.24, 632.04, 642.54, 717.61, 790.15, 801.87, 863.42, 873.17, 894.62, 955.80, 959.33, 963.40, 1025.62, 1025.61, 1021.75, 8.30, 3.07, 84.79, 745.53, 617.33, 529.98, 528.19
 37.55, 89.39, 164.13, 17.02, 0.88, 16.80, 8.53, 32.36, 58.17, 59.08, 30.68, 2.70, 17.93, 26.91, 22.68, 70.79, 4.65, 10.41, 58.88, 59.25, 60.43, 72.69, 72.69, 75.46, 107.42, 108.64, 110.82, 113.64, 113.66, 151.85, 153.35, 243.13, 243.92, 264.74, 273.16, 440.21, 449.15, 450.68, 452.00, 470.41, 499.79, 606.55, 612.22, 615.88, 625.10, 694.25, 761.96, 776.16, 840.64, 851.86, 874.73, 937.43, 942.19, 948.83, 1025.22, 1029.85, 1034.44, 7.97, 2.97, 85.30, 719.68, 602.93, 515.17, 513.32
 36.80, 91.20, 161.84, 16.26, 0.90, 18.56, 8.96, 31.95, 59.54, 60.66, 29.20, 2.65, 18.43, 24.96, 21.24, 81.04, 4.80, 10.15, 59.46, 59.86, 60.98, 72.61, 72.61, 75.61, 105.94, 107.05, 109.04, 111.99, 112.25, 150.20, 152.84, 244.77, 245.43, 265.05, 272.71, 436.49, 444.71, 445.66, 446.84, 466.67, 493.15, 593.47, 598.40, 601.37, 610.33, 673.26, 739.72, 755.43, 821.40, 831.45, 853.54, 917.00, 921.09, 927.31, 1014.38, 1020.90, 1027.01, 7.44, 2.98, 83.34, 697.50, 590.79, 506.07, 505.00
 36.74, 102.77, 159.76, 18.70, 0.99, 20.45, 9.44, 31.14, 59.20, 59.30, 27.79, 2.57, 18.65, 24.85, 21.09, 81.22, 5.33, 9.83, 60.87, 61.32, 62.38, 73.49, 73.49, 76.13, 104.79, 105.81, 107.69, 110.22, 110.47, 148.49, 151.17, 254.38, 253.31, 275.09, 278.79, 437.50, 444.99, 445.03, 445.99, 467.06, 492.87, 587.78, 592.20, 594.16, 602.66, 660.28, 720.10, 734.45, 798.44, 809.42, 832.49, 894.88, 899.38, 906.20, 994.10, 1002.13, 1009.83, 7.11, 3.38, 81.71, 682.84, 586.21, 504.17, 503.76
 35.24, 119.16, 156.79, 18.79, 1.07, 20.10, 9.29, 28.63, 58.45, 58.51, 26.32, 2.88, 18.38, 23.25, 20.29, 75.12, 5.20, 10.10, 61.00, 61.60, 62.75, 73.99, 73.99, 76.25, 103.27, 104.15, 105.89, 108.63, 108.92, 145.39, 148.18, 267.93, 268.01, 290.24, 295.47, 449.92, 454.97, 453.58, 454.01, 472.93, 494.97, 586.79, 590.57, 592.08, 599.98, 653.93, 708.72, 721.62, 783.83, 791.35, 812.63, 873.37, 876.77, 881.77, 963.42, 972.94, 983.37, 7.07, 3.30, 80.68, 675.18, 585.89, 505.19, 504.91
 33.32, 121.07, 153.22, 17.63, 1.14, 19.24, 8.69, 25.56, 57.13, 54.99, 25.09, 3.09, 17.89, 21.13, 18.27, 68.78, 4.76, 9.70, 58.35, 59.07, 60.31, 71.71, 71.71, 74.62, 100.90, 102.05, 104.14, 107.15, 107.34, 141.68, 144.39, 266.25, 267.75, 289.17, 298.13, 454.37, 462.89, 463.58, 464.76, 484.33, 505.24, 591.27, 593.55, 593.60, 599.88, 648.56, 697.81, 709.33, 770.45, 777.46, 797.92, 854.99, 858.67, 863.89, 938.02, 946.36, 954.93, 6.83, 3.07, 78.98, 667.58, 591.45, 513.54, 513.80
